OBJECTID,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,GEOID10_1,PICK_GEOID,BGPICKLIST,BGTITLE,GEOID_NUM,POPDENS,SWTORD,V_PER_SQMI,P_PER_SQMI,D_PER_SQMI,AREA_SQMI,LUDIVERSE,R_AVGYR,PCTSSI,POP,PCTLATINO,PCTWH_NL,PCTBLK_NL,PCTASIANNL,PCTOTHERNL,RE_DIVERSE,MEDAGE,PctUnd18,Pct65Up,MHI,PCI,PCTRENT,PCTUNFRENT,PCTUNFOWN,PCTC30,PCTDRALONE,PCTBIKEWK,PCTWLKWK,PCTWRKHM,PCTR_GRCR,PCTR_PHARM,PCTR_BANK,PCTR_BUSST,DAYTRIPS,EVETRIPS,TREE_PCT,IMP_PCT,id,AREA_SQMI_,CVALPSM_12,RVALPSM_12,ACODEV_12,WCODEV_12,RCODEV_12
151,63,980100,1,370640000000,Block Group 1,370640000000,153 - 370639801001,"153 - Tract: 980100, BG: 1",153 - 9801001,370640000000,0,5.5,0,4,0,8.23584,55.8,0,0,4,75,0,25,0,0,50,54.5,25,0,0.00,0.00,0,0,0,0,100,0,0,0,0,0,0,0,71,17,0,0,151,8.23584,10200908.00,198043.00,0,0,0
1,63,2007,2,370630000000,Block Group 2,370630000000,101 - 370630020072,"101 - Tract: 002007, BG: 2",101 - 0020072,370630000000,1795,27.2,9,41,4,1.28474,12.6,1982,0,2306,6.4,57.5,29,4.1,3,58,49.7,20.2,13.1,61538.00,43006.00,32.4,37.3,41.0999985,23.5,82.3,0,7.3,5.6,24.3,15.5,24.3,24.3,81,11,65,20.2,1,1.28474,18612.00,218233.00,0.4,0.4,0.1
2,63,301,3,370630000000,Block Group 3,370630000000,10 - 370630003013,"10 - Tract: 000301, BG: 3",10 - 0003013,370630000000,7484,88.8,89,267,30,0.10114,14.1,1950,0.9,757,18,58,16.6,3,4.4,60.2,35.2,18.8,4.6,43375.00,29498.00,71,30.7,28.7000008,36.1,50.5,8.3,12,6.9,0,0,0,100,53,11,68.1,27.8,2,0.10114,0.00,5229636.00,0,1.6,0.6
3,63,2100,3,370630000000,Block Group 3,370630000000,149 - 370630021003,"149 - Tract: 002100, BG: 3",149 - 0021003,370630000000,97,0,1,2,0,19.48518,42.5,1978,4.4,1899,3.5,81.4,13.1,0.4,1.6,31.9,51.8,19.6,17,79188.00,48043.00,13.2,11.8,29.3999996,48.8,84.8,0,0,2.5,0,0,0,0,0,0,0,0,3,19.48518,0.00,37733.00,0,0,0
4,63,1502,2,370630000000,Block Group 2,370630000000,47 - 370630015022,"47 - Tract: 001502, BG: 2",47 - 0015022,370630000000,15353,31,135,165,60,0.06669,40.8,2006,1.9,1024,7.8,63.6,2.3,23.3,2.9,53.5,26.2,2.1,0.3,11960.00,16322.00,1,70.6,0,9.6,46.6,0,42.2,0,0,0,100,100,106,22,24,67,4,0.06669,3622319.00,1124483.00,0,0,0
5,63,1900,2,370630000000,Block Group 2,370630000000,99 - 370630019002,"99 - Tract: 001900, BG: 2",99 - 0019002,370630000000,123,1.5,0,1,0,17.25084,32.2,1994,2.1,2118,5.6,76.8,12.2,3.5,1.9,39.1,36.7,20.9,9.5,80424.00,39445.00,14.5,19.5,23.7000008,35,87.2,0,0,5.5,0,0,0,0,0,0,0,0,5,17.25084,0.00,57460.00,0,0,0
6,63,1900,1,370630000000,Block Group 1,370630000000,98 - 370630019001,"98 - Tract: 001900, BG: 1",98 - 0019001,370630000000,81,0.8,0,3,0,9.04629,43,1965,10.2,729,7.8,83.4,5.2,2.5,1.1,29.5,59.4,18,20.3,51875.00,38671.00,15.6,0,37.2999992,23.8,82.2,0,0,4.5,0,0,2.8,0,0,0,0,0,6,9.04629,107924.00,36345.00,0,0,0
7,63,700,1,370630000000,Block Group 1,370630000000,25 - 370630007001,"25 - Tract: 000700, BG: 1",25 - 0007001,370630000000,2000,115.8,70,298,56,0.35892,61.9,1928,7.2,718,6,51.8,38.3,1.5,2.4,58.2,48.3,7.5,22.7,20221.00,22229.00,85.4,69.7,51.2000008,20.7,59.9,7.9,6.4,4.1,15.6,0,79.9,100,809,180,30.9,49.7,7,0.35892,6932608.00,2363039.00,0.6,1.4,0.6
8,63,1601,1,370630000000,Block Group 1,370630000000,51 - 370630016011,"51 - Tract: 001601, BG: 1",51 - 0016011,370630000000,188,11.1,2,5,0,5.96772,28.6,1983,0,1124,5.4,72.4,17.2,2.6,2.4,44.2,46.8,18.8,23,78611.00,34005.00,13,26.8,38.9000015,52.8,71.5,0,0,13.6,0,0,0,0,0,0,0,0,8,5.96772,67926.00,337286.00,0,2.1,0
9,63,1604,1,370630000000,Block Group 1,370630000000,58 - 370630016041,"58 - Tract: 001604, BG: 1",58 - 0016041,370630000000,1029,16.8,1,14,0,1.92322,15.2,1987,1.3,1979,3.9,79.1,11.3,3.2,2.4,35.9,46.1,21.7,18.5,79861.00,40606.00,5,100,20.5,31.4,76.8,1.6,0,9.7,0,0,0,0,0,0,76.6,12.8,9,1.92322,0.00,167117.00,0.3,0.9,0.1
10,63,2018,2,370630000000,Block Group 2,370630000000,120 - 370630020182,"120 - Tract: 002018, BG: 2",120 - 0020182,370630000000,1534,27,14,116,2,1.76087,15.6,1987,0,2701,7.6,59.1,20.5,9.4,3.6,59.4,28.2,12.1,7.1,40389.00,27251.00,66.7,51.6,36.7999992,18.7,67.1,0,0,5.1,16,16,16,40.8,74,11,63.5,25.7,10,1.76087,455251.00,6651943.00,0,0.3,0.4
11,63,1707,2,370630000000,Block Group 2,370630000000,67 - 370630017072,"67 - Tract: 001707, BG: 2",67 - 0017072,370630000000,974,21,16,92,9,1.64417,35.1,1976,3.7,1601,4.8,79.5,10.5,2.6,2.7,35.5,37.9,19.9,17.9,60966.00,31660.00,18.3,3,40.9000015,22.2,86.6,0,0,5.9,16.6,0.6,1.4,29.1,79,11,48.6,29.9,11,1.64417,124186.00,212163.00,0.3,0.6,0
12,63,1801,1,370630000000,Block Group 1,370630000000,80 - 370630018011,"80 - Tract: 001801, BG: 1",80 - 0018011,370630000000,1060,13,9,38,1,1.78385,17.9,1983,0,1890,13.7,26.8,56.3,0.4,2.8,59.2,35.1,29.1,7,58523.00,21979.00,14.6,48,12.6000004,11.2,74.3,0,0,6.8,0.4,0.4,0,18.3,53,11,64.5,18.1,12,1.78385,0.00,353323.00,1.2,6,0.2
13,63,1708,1,370630000000,Block Group 1,370630000000,71 - 370630017081,"71 - Tract: 001708, BG: 1",71 - 0017081,370630000000,1590,25.5,16,86,2,2.50882,9.9,1990,5.1,3989,8.2,10.4,76.9,1.5,2.9,39.1,32.9,27.4,12.2,43981.00,19228.00,41.6,39.6,33.0999985,40.4,88.7,0,0.8,3.8,22.2,21.3,21.8,25,26,12,59.8,22.7,13,2.50882,2192.00,1802825.00,0.8,1,0.4
14,63,2021,1,370630000000,Block Group 1,370630000000,127 - 370630020211,"127 - Tract: 002021, BG: 1",127 - 0020211,370630000000,1570,47.1,10,320,5,1.92073,29.1,1993,0.6,3016,4.9,55.8,25.3,11.2,2.8,60.9,31.9,14.6,6.3,38551.00,33160.00,67.3,59.8,51.4000015,14.3,76.2,0,2.3,11.5,25.6,50.7,14.9,87.9,81,11,43.4,37.4,14,1.92073,6177905.00,535802.00,0,0.2,0
15,63,2021,2,370630000000,Block Group 2,370630000000,128 - 370630020212,"128 - Tract: 002021, BG: 2",128 - 0020212,370630000000,3417,37.4,24,109,10,0.41437,9.9,1996,0,1416,11,29.5,46.4,10.2,2.9,67.5,36.9,31.6,8.5,89896.00,39121.00,17.1,70.5,33.2999992,22.8,86.3,0,0,0,0,32.9,0,76.1,81,11,52.7,31.2,15,0.41437,716891.00,7381658.00,0,0.4,0
16,63,2022,1,370630000000,Block Group 1,370630000000,129 - 370630020221,"129 - Tract: 002022, BG: 1",129 - 0020221,370630000000,3827,29.8,17,149,13,0.47605,15.5,1988,6.2,1822,6.8,41.1,42,7.5,2.7,64.5,30.2,15,6,43034.00,30826.00,79.7,51.8,11.8000002,20.5,86.7,0,0,0.9,26.1,79.5,23.5,87.4,81,11,47.4,32.3,16,0.47605,0.00,14704.00,0,0.1,0.1
17,63,2022,2,370630000000,Block Group 2,370630000000,130 - 370630020222,"130 - Tract: 002022, BG: 2",130 - 0020222,370630000000,4715,25.5,13,95,8,0.52703,1.2,1994,0,2485,11,52.2,28.2,5.5,3.1,63.2,33,21.1,10.1,65114.00,32882.00,32.2,81.6,21.2999992,15.5,86.6,0,0,3.2,0,38.4,33.9,45.5,81,11,50.5,36.2,17,0.52703,0.00,1374837.00,0,0.2,0.1
18,63,2023,1,370630000000,Block Group 1,370630000000,131 - 370630020231,"131 - Tract: 002023, BG: 1",131 - 0020231,370630000000,3339,16.2,11,129,11,0.35787,3,1985,0,1195,6.2,62.6,25,2.9,3.3,54.1,27.6,19.2,5.5,51691.00,33340.00,60.4,35.2,18.2999992,7.5,91.1,0,0,7.3,0,0,0,89.1,134,11,63.1,18.1,18,0.35787,568679.00,221503.00,0.3,0.2,0
19,63,1604,3,370630000000,Block Group 3,370630000000,60 - 370630016043,"60 - Tract: 001604, BG: 3",60 - 0016043,370630000000,380,6.2,1,8,0,4.80583,20.3,1985,0,1824,6.1,58.5,28.8,4.8,1.8,56.9,44.1,24.5,9.5,77500.00,29669.00,3.3,100,39.9000015,40.3,84.1,0,0,4.7,0,0,0,0,0,0,0,0,19,4.80583,0.00,89238.00,0,0,0
20,63,1603,4,370630000000,Block Group 4,370630000000,57 - 370630016034,"57 - Tract: 001603, BG: 4",57 - 0016034,370630000000,343,0,0,4,0,5.18823,16.7,1984,0,1782,3,87.3,6.4,0.9,2.4,23.2,45.3,23.7,11.4,95516.00,36385.00,2.2,0,26.7000008,53.8,88,0,1.5,5.7,0,0,0,0,0,0,0,0,20,5.18823,0.00,24390.00,0,0,0
21,63,1711,1,370630000000,Block Group 1,370630000000,77 - 370630017111,"77 - Tract: 001711, BG: 1",77 - 0017111,370630000000,1475,36,15,81,1,0.88503,29.6,1977,7.4,1305,29.6,29.1,37.3,1.5,2.5,68.8,27.6,21.9,6.4,31387.00,16244.00,69.1,57.3,58.0999985,23.3,83.9,0,4.5,0,57.6,55.1,66,62.8,53,11,65.7,17.3,21,0.88503,0.00,3326778.00,0.2,1.2,0
22,63,1603,2,370630000000,Block Group 2,370630000000,55 - 370630016032,"55 - Tract: 001603, BG: 2",55 - 0016032,370630000000,1198,16.5,6,31,0,2.19065,24.4,1990,1.1,2624,5.9,58.6,25,7.6,2.9,58.5,37.9,27.3,8.9,88214.00,32694.00,1.5,0,21.7999992,27.5,80.5,0,0,2.8,0.5,0.6,0,13.1,26,0,66.8,16.7,22,2.19065,15441.00,1329816.00,0.1,1.3,0.1
23,63,1100,2,370630000000,Block Group 2,370630000000,38 - 370630011002,"38 - Tract: 001100, BG: 2",38 - 0011002,370630000000,4808,74.9,143,515,71,0.26578,63.3,1955,8.2,1278,19.6,6.7,71.6,0,2,44.4,31.7,25.3,11.9,21693.00,9576.00,78.6,60.4,65.9000015,24.3,61.8,0,0,0,89.1,0,0,100,156,52,26.5,54.9,23,0.26578,7905008.00,20519187.00,1.2,2.9,19.1
24,63,1802,2,370630000000,Block Group 2,370630000000,86 - 370630018022,"86 - Tract: 001802, BG: 2",86 - 0018022,370630000000,3880,1.8,74,167,19,0.4198,16,1979,1.5,1629,32.5,7.4,57.6,0.2,2.3,55.7,30.7,33,4.3,42308.00,16349.00,48.1,44.8,25.2000008,50.1,67.2,0,0,0,0,0,0,97.9,55,11,52.2,25.2,24,0.4198,0.00,360351.00,0.3,2.5,3.6
25,63,1801,3,370630000000,Block Group 3,370630000000,82 - 370630018013,"82 - Tract: 001801, BG: 3",82 - 0018013,370630000000,638,10.8,6,32,3,3.99984,21.6,1984,5,2550,16.7,19.9,61.4,0.5,1.6,55.6,35.3,28.9,7.8,49012.00,22805.00,17.1,90.7,33.2000008,29.7,84.4,0,0,1.6,0,0,10.6,28.9,106,23,65.3,12.5,25,3.99984,0.00,1196948.00,0.2,3.3,0.8
26,63,1801,2,370630000000,Block Group 2,370630000000,81 - 370630018012,"81 - Tract: 001801, BG: 2",81 - 0018012,370630000000,1761,4.3,21,91,0,0.37369,18.1,1965,0,658,26.4,30.2,41.2,0.2,2,67,43.3,24.9,9.6,28588.00,13288.00,51.5,77.4,38.7000008,42.6,100,0,0,0,0,0,0,42.5,53,11,63.9,17.7,26,0.37369,0.00,84828.00,0.4,4.5,0.7
27,63,2023,2,370630000000,Block Group 2,370630000000,132 - 370630020232,"132 - Tract: 002023, BG: 2",132 - 0020232,370630000000,3034,33.1,24,128,2,0.53168,35.8,1986,0,1613,3.8,58.2,27.9,6.8,3.3,57.8,39.7,17,13.1,66326.00,32027.00,44.3,37.9,16.2999992,26.8,81,0,4.7,1.6,45.8,46.6,59.9,84.8,134,11,51.5,32.6,27,0.53168,1771760.00,172549.00,0,0.1,0
28,63,2024,1,370630000000,Block Group 1,370630000000,133 - 370630020241,"133 - Tract: 002024, BG: 1",133 - 0020241,370630000000,3021,49.9,2,49,2,1.18579,2.3,1997,0.8,3582,5.9,62.6,18,10.2,3.4,56.2,32.4,24,4.7,98894.00,45317.00,14.5,42,27.6000004,24.5,80.5,1.4,0,9.2,0,3,0.2,4.4,81,11,55.6,28.9,28,1.18579,0.00,6202493.00,0.1,0.2,0.2
29,63,2024,2,370630000000,Block Group 2,370630000000,134 - 370630020242,"134 - Tract: 002024, BG: 2",134 - 0020242,370630000000,4559,19.7,22,132,0,0.22657,0.6,1986,2.3,1033,3.9,75.6,14.6,2.6,3.3,40.5,33.3,12.3,8.3,53517.00,49645.00,34.1,29.6,19.3999996,13.5,81.8,0,0,3.8,0,0,0,83.1,79,0,61,25.9,29,0.22657,0.00,314934.00,0.1,0.1,0.1
30,63,2024,3,370630000000,Block Group 3,370630000000,135 - 370630020243,"135 - Tract: 002024, BG: 3",135 - 0020243,370630000000,4621,10.4,11,135,0,0.26682,0.3,1987,0,1233,3.8,71.5,19,4.1,1.5,44.9,40.8,13.1,12,85500.00,48355.00,27.7,25.3,12.8999996,21.8,73.5,1.1,0,12.8,0,23.3,14.7,51.2,79,0,56.3,30.7,30,0.26682,0.00,818263.00,0.1,0,0.1
31,63,2025,1,370630000000,Block Group 1,370630000000,136 - 370630020251,"136 - Tract: 002025, BG: 1",136 - 0020251,370630000000,2468,46.9,7,84,2,0.8567,6.5,1997,0,2114,10.1,32.4,41.2,14,2.3,69.6,33.3,26.3,7.2,63382.00,30868.00,6.7,26.4,44.5999985,27.9,90.9,0,0,1.2,0,0,0,67.7,108,22,54.8,28.9,31,0.8567,0.00,1156443.00,0.3,1.5,0.8
32,63,600,2,370630000000,Block Group 2,370630000000,23 - 370630006002,"23 - Tract: 000600, BG: 2",23 - 0006002,370630000000,3345,38.9,66,173,23,0.6661,26.2,1956,0.4,2228,43.3,34.4,17.5,3.4,1.3,66.2,37.5,25.6,6.4,55452.00,23931.00,56.8,42.7,24.2000008,30.9,53.1,1.3,2.6,5.1,43.5,0,0.3,71,74,11,68.5,24.1,32,0.6661,3680.00,366176.00,1.6,1.9,1.8
33,63,1710,2,370630000000,Block Group 2,370630000000,76 - 370630017102,"76 - Tract: 001710, BG: 2",76 - 0017102,370630000000,6418,6.9,97,248,21,0.33093,3.5,1981,4.6,2124,45,14.6,36.1,1.1,3.2,64.6,31.4,33,4.1,26917.00,15006.00,61.3,60.4,60.4000015,40.1,75.5,0,0,0,0,3.7,61,96.4,27,12,40.1,35.2,33,0.33093,0.00,25443.00,0.3,0.8,0.8
34,63,1705,1,370630000000,Block Group 1,370630000000,61 - 370630017051,"61 - Tract: 001705, BG: 1",61 - 0017051,370630000000,2055,18.7,17,73,15,0.78385,17.9,1966,5.4,1611,13.8,54.3,27.1,2.5,2.3,61.2,47.8,20.5,17.7,48333.00,26226.00,19.4,87.1,33.2999992,20.3,79.8,0,0,10.2,0,6.2,9,39,132,34,53.2,28.6,34,0.78385,1.00,49371.00,0.7,1.7,0.3
35,63,1711,3,370630000000,Block Group 3,370630000000,79 - 370630017113,"79 - Tract: 001711, BG: 3",79 - 0017113,370630000000,5108,35.1,90,287,6,0.30972,8.4,1981,6.4,1582,19.8,25.5,50.4,2.1,2.1,64.1,28.2,25.1,5.8,32168.00,18801.00,80.1,40.8,41.2999992,22.2,79.5,0,2.4,0,35.7,34.5,0,100,53,23,39.2,31,35,0.30972,0.00,493124.00,0.5,0.8,0.5
36,63,2017,1,370630000000,Block Group 1,370630000000,116 - 370630020171,"116 - Tract: 002017, BG: 1",116 - 0020171,370630000000,533,15.4,0,5,0,4.32945,11.7,1987,0,2308,3.2,81.4,5.7,7,2.7,32.8,46.1,26.3,13.1,115909.00,53581.00,6.3,26,27.3999996,10.1,88.9,0,0,7.5,0,0,0,1.5,0,0,74.7,10.7,36,4.32945,132074.00,1927061.00,0,0,0
37,63,2008,1,370630000000,Block Group 1,370630000000,103 - 370630020081,"103 - Tract: 002008, BG: 1",103 - 0020081,370630000000,1132,1.5,1,19,2,0.84807,14.8,1968,0,960,2.2,91.9,3,1.5,1.5,15.4,57.4,25.9,19.9,150192.00,69153.00,8.8,0,47.0999985,11.5,77.6,0,0,7.9,0,15.5,0,1.3,0,0,67.2,15.6,37,0.84807,0.00,4331249.00,0.3,1.3,0
38,63,1601,3,370630000000,Block Group 3,370630000000,53 - 370630016013,"53 - Tract: 001601, BG: 3",53 - 0016013,370630000000,915,1,5,19,0,1.85473,10.3,1972,4.5,1698,7.1,67.9,21.2,1.6,2.2,48.9,46,19.4,23.9,51620.00,24839.00,20.4,74.8,18.2999992,57.1,87.6,0,0,2.1,0,0,0,7.3,26,0,67.4,10.9,38,1.85473,0.00,42592.00,1.1,2.8,1.1
39,63,2025,2,370630000000,Block Group 2,370630000000,137 - 370630020252,"137 - Tract: 002025, BG: 2",137 - 0020252,370630000000,2816,37.2,13,87,5,0.8749,9.4,1992,1.1,2464,14.1,29.9,50,3.3,2.7,64,30.3,25.3,6.3,66533.00,34088.00,24,35.3,28.5,10.2,84,0,0,8.1,0,0,0,14.5,108,22,52.9,28.1,39,0.8749,4572.00,61039.00,0.1,1.7,0.1
40,63,2025,3,370630000000,Block Group 3,370630000000,138 - 370630020253,"138 - Tract: 002025, BG: 3",138 - 0020253,370630000000,2118,27.9,6,53,5,0.64199,12.3,1986,4,1360,14,40.7,39.2,3.2,2.9,66,33.3,24.2,6,40521.00,21687.00,37.7,50.5,36.2999992,13,74.7,0,0,0,0,0,4.7,36.4,33,11,66.6,18.5,40,0.64199,0.00,40301.00,0.8,1.5,0.2
41,63,2026,1,370630000000,Block Group 1,370630000000,139 - 370630020261,"139 - Tract: 002026, BG: 1",139 - 0020261,370630000000,3811,48.8,35,133,24,0.59439,8,1994,13.2,2265,14.1,11.2,67.1,5.6,1.9,51.4,37.1,28.1,11.1,38153.00,18009.00,40,74.8,56.9000015,38.4,70.6,0,7.4,2.3,18.3,7.3,0,78.1,108,22,44.1,37.7,41,0.59439,0.00,6685395.00,0.4,1.7,1.4
42,63,2027,2,370630000000,Block Group 2,370630000000,142 - 370630020272,"142 - Tract: 002027, BG: 2",142 - 0020272,370630000000,1225,46.9,18,86,9,3.39979,41.6,1997,0.7,4164,7,37.5,41.4,10.5,3.6,67.1,28.8,21.8,5.3,49977.00,29601.00,58.8,50.9,18.1000004,16.7,83.7,1,0,0.4,0.1,5,0.5,32.8,59,11,53.6,26.1,42,3.39979,1785052.00,9085547.00,0,0.4,0.2
43,63,2027,3,370630000000,Block Group 3,370630000000,143 - 370630020273,"143 - Tract: 002027, BG: 3",143 - 0020273,370630000000,5544,40.3,41,383,7,0.29492,75,1981,1.2,1635,6.6,22.4,54.7,13.3,3,62.9,29.5,14.5,3.2,31901.00,25750.00,99.2,44.9,0,23.4,87.3,0,0,0,99.7,34.3,27.2,100,26,0,62.4,23.3,43,0.29492,0.00,0.00,0,0,0.1
44,63,2028,1,370630000000,Block Group 1,370630000000,144 - 370630020281,"144 - Tract: 002028, BG: 1",144 - 0020281,370630000000,517,33.3,2,18,1,4.34472,19.2,2001,0,2246,7.7,43.8,33.7,12.1,2.8,67.4,35.1,26.1,5.1,74663.00,33747.00,10.8,66.7,27.1000004,32.6,87.7,0,0,6.4,15,16.9,10.7,23.8,12,6,62.1,19.3,44,4.34472,561926.00,1097068.00,0,0.1,0.1
45,63,2028,2,370630000000,Block Group 2,370630000000,145 - 370630020282,"145 - Tract: 002028, BG: 2",145 - 0020282,370630000000,3171,14.4,16,86,0,0.37308,24,2003,0,1183,11.4,40.7,38.8,6.3,2.8,66.7,29.9,14.3,2.7,43068.00,31334.00,98,24.7,0,28.2,64.2,0,0,1.7,91.4,91.4,0,91.4,12,6,45.4,30.6,45,0.37308,0.00,0.00,0,0,0
46,63,2028,3,370630000000,Block Group 3,370630000000,146 - 370630020283,"146 - Tract: 002028, BG: 3",146 - 0020283,370630000000,685,45.2,6,45,1,3.75231,41.8,2007,0,2572,6.3,41.1,35.1,13.9,3.7,68.4,29.9,13.5,1.9,60432.00,42169.00,89.2,22.7,35.5,5.9,93.9,0,0,0,0,0,12.4,0,0,0,0,0,46,3.75231,1666321.00,7586621.00,0,0,0
47,63,1603,1,370630000000,Block Group 1,370630000000,54 - 370630016031,"54 - Tract: 001603, BG: 1",54 - 0016031,370630000000,831,21.8,3,12,1,0.7679,17.3,1969,0,638,8.6,71.8,17.2,1.1,1.3,44.8,57.3,21.9,20.2,65341.00,38031.00,0,0,12.8000002,36.1,94.7,0,0,0,0,0,0,0,0,0,79,9.8,47,0.7679,0.00,196499.00,0,2.2,0
48,63,1709,3,370630000000,Block Group 3,370630000000,74 - 370630017093,"74 - Tract: 001709, BG: 3",74 - 0017093,370630000000,1696,50.9,46,202,17,2.45478,35.5,1983,11.8,4163,12.1,17.2,67.3,1,2.3,50.2,26,31.9,11,24458.00,13359.00,80.6,49.3,58.7999992,32.9,69.3,0,3.7,2.3,19.3,0.9,35.8,77.8,106,23,59.4,27.5,48,2.45478,276986.00,20002.00,0.7,0.9,1.6
49,63,1400,2,370630000000,Block Group 2,370630000000,44 - 370630014002,"44 - Tract: 001400, BG: 2",44 - 0014002,370630000000,2932,58.7,177,402,161,0.55422,44.3,1950,10,1625,10.7,1.7,85.2,0.1,2.3,26.3,25.1,37,8.7,14877.00,9419.00,71.8,44.6,53.7000008,41.6,36.9,2.1,2.3,0,70.1,0,0,98.8,98,28,37.2,44,49,0.55422,252010.00,46912.00,1.4,5.5,27.8
50,63,1100,1,370630000000,Block Group 1,370630000000,37 - 370630011001,"37 - Tract: 001100, BG: 1",37 - 0011001,370630000000,7128,57.5,351,597,275,0.27316,35.3,1940,1.2,1947,29.4,7.1,61.6,0.2,1.7,52.9,35.4,27.5,7.3,16339.00,10366.00,91.8,47.7,27.2999992,21.5,37.3,0,0,6,39.7,0,1.5,100,317,75,37.9,45.7,50,0.27316,3205574.00,3816417.00,2,5.7,40.2
51,63,2017,2,370630000000,Block Group 2,370630000000,117 - 370630020172,"117 - Tract: 002017, BG: 2",117 - 0020172,370630000000,1468,19.8,4,48,1,0.9122,18.4,1982,2,1339,3.2,79.7,6.9,7.9,2.2,35.3,52.3,17.7,22.3,80052.00,48200.00,8.9,29.5,37.7000008,14.6,64.2,14.3,0,6,0,0,26.7,31,21,0,62.8,26.8,51,0.9122,0.00,686639.00,0,0.6,0
52,63,2300,1,370630000000,Block Group 1,370630000000,151 - 370630023001,"151 - Tract: 002300, BG: 1",151 - 0023001,370630000000,4607,84.2,164,423,164,0.25047,28.7,1959,17.1,1154,8.8,6.9,83.6,0.1,0.6,28.8,29.8,16.4,7.5,16341.00,8034.00,87.9,55.7,0,22,63.6,0,20.6,0,74.6,8.2,67.9,100,421,94,32.4,45.2,52,0.25047,46238509.00,803168.00,0.6,7.9,3.4
53,63,2300,2,370630000000,Block Group 2,370630000000,152 - 370630023002,"152 - Tract: 002300, BG: 2",152 - 0023002,370630000000,790,71.9,58,424,85,0.22395,51.4,1975,0,177,33.9,0,65.5,0,0.6,45.8,27.4,25.4,10.2,35563.00,6557.00,1,35.5,0,0,0,0,0,0,100,94.9,0,100,206,50,18.6,49.9,53,0.22395,66530.00,40675653.00,0,5.1,19
54,63,1802,4,370630000000,Block Group 4,370630000000,88 - 370630018024,"88 - Tract: 001802, BG: 4",88 - 0018024,370630000000,1156,7.3,17,88,6,0.77695,41,1960,14.8,898,27.3,15.9,54.6,0.4,1.8,60.3,30.9,29,8.7,41484.00,15323.00,47,44.8,41.9000015,41.3,53.2,0,0,7.1,0,0,0,90.8,54,21,66.8,17.7,54,0.77695,0.00,39255.00,1.1,9,2.8
55,63,1807,1,370630000000,Block Group 1,370630000000,91 - 370630018071,"91 - Tract: 001807, BG: 1",91 - 0018071,370630000000,2627,11.9,16,80,2,1.24336,17.3,1990,1.2,3266,25,26.7,44.6,1.4,2.2,66.6,31.3,29,10.1,45164.00,16902.00,29.9,58.2,47.7000008,18.3,78.7,0,0,6.8,1.1,1.1,1.3,45.8,82,22,56.7,21.2,55,1.24336,0.00,8284.00,0.6,1.4,0.6
56,63,1807,2,370630000000,Block Group 2,370630000000,92 - 370630018072,"92 - Tract: 001807, BG: 2",92 - 0018072,370630000000,2456,19.2,11,58,1,1.40476,4.7,1993,1,3450,8.7,26.7,59.9,2.1,2.6,56.2,37.2,28,5,78665.00,31111.00,11.2,31.3,30.5,37.1,84.7,0,0,3.3,3.4,1.8,3.4,20.4,28,11,44.8,27.5,56,1.40476,0.00,44810.00,0.3,0.2,0
57,63,1808,1,370630000000,Block Group 1,370630000000,94 - 370630018081,"94 - Tract: 001808, BG: 1",94 - 0018081,370630000000,1768,27.3,4,31,0,1.17643,8.5,1990,3.7,2080,9.6,42.8,42.1,2.8,2.7,62.9,37.5,23.8,10,91500.00,38653.00,0,0,21.5,32.9,78,0,0,11.8,7.4,0.6,3.1,0.5,0,0,51.5,26,57,1.17643,2205014.00,731986.00,0.3,0.5,0.2
58,63,1707,3,370630000000,Block Group 3,370630000000,68 - 370630017073,"68 - Tract: 001707, BG: 3",68 - 0017073,370630000000,2036,30.4,10,42,3,0.30793,5.6,1980,4.1,627,4.5,85,5.4,4.3,0.8,27.1,56.1,21.1,16.7,69864.00,43547.00,0,0,12.3999996,7.9,88.8,0,0,3.9,0,0,0,0.4,0,0,65.2,20.2,58,0.30793,0.00,240321.00,0.4,0,0.4
59,63,1710,1,370630000000,Block Group 1,370630000000,75 - 370630017101,"75 - Tract: 001710, BG: 1",75 - 0017101,370630000000,2264,18.7,31,140,17,1.14014,14.8,1987,0,2581,12.3,36.4,43,5.2,3.1,66.5,31.1,26.8,10.5,47727.00,27058.00,38.7,52.2,42,24.2,62.5,0,1.6,6.8,7.7,16.2,22.2,59,106,23,59.3,28.9,59,1.14014,0.00,87676.00,0.3,0.5,0.1
60,63,1707,1,370630000000,Block Group 1,370630000000,66 - 370630017071,"66 - Tract: 001707, BG: 1",66 - 0017071,370630000000,1581,26.8,3,40,0,0.67564,9.4,1983,4.7,1068,7.3,80.6,7.9,2.5,1.7,33.8,43.1,18.8,16.6,82237.00,38512.00,8.6,100,18.2999992,12,64.8,0,0,2.4,0,0,0,0,0,0,61.4,19.5,60,0.67564,0.00,488498.00,0.7,1.3,0.2
61,63,1706,1,370630000000,Block Group 1,370630000000,64 - 370630017061,"64 - Tract: 001706, BG: 1",64 - 0017061,370630000000,1439,15.7,8,45,3,1.60514,2.5,1993,1.7,2310,6.5,61.8,20.5,8.4,2.9,56.5,35,17.9,5.5,41576.00,32093.00,68.5,55.2,25.7999992,17,84.8,3.7,0,0,0,0,0,69.6,53,11,77.7,8.9,61,1.60514,0.00,6067414.00,0.1,0.2,0.2
